FlightID,RouteCode,Origin,Destination,OriginCountry,DestinationCountry,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
F1082,BOM-DXB,Mumbai,Dubai,India,UAE,2024-01-04,190,A321,200,113,1045250,838680
F1083,DEL-LHR,Delhi,London,India,UK,2023-08-25,520,B787,250,250,8237250,7232215
F1084,DEL-BLR,Delhi,Bangalore,India,India,2023-11-20,145,B737,160,142,6692602,5929954
F1085,BOM-GOA,Mumbai,Goa,India,India,2023-07-23,75,ATR72,72,68,2584952,2316739
F1086,BOM-DEL,Mumbai,Delhi,India,India,2023-02-10,120,A320,180,121,5166095,4167616
F1087,BOM-JFK,Mumbai,New York,India,USA,2024-02-07,910,B777,300,190,1748760,1436384
F1088,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-12-30,280,A320,180,170,4728210,3700636
F1089,BOM-DXB,Mumbai,Dubai,India,UAE,2023-03-05,190,A321,200,180,4479660,4513423
F1090,BOM-DEL,Mumbai,Delhi,India,India,2024-07-22,120,A320,180,125,2847875,2144728
F1091,DEL-LHR,Delhi,London,India,UK,2023-05-21,520,B787,250,136,4494528,3965302
F1092,DEL-HYD,Delhi,Hyderabad,India,India,2024-03-03,115,A320,180,120,5465400,4117972
F1093,BOM-DXB,Mumbai,Dubai,India,UAE,2023-12-04,190,A321,200,157,6834995,5099728
F1094,BOM-GOA,Mumbai,Goa,India,India,2024-08-17,75,ATR72,72,70,1488060,1490895
F1095,BOM-DXB,Mumbai,Dubai,India,UAE,2024-06-20,190,A321,200,117,4233528,4438811
F1096,BOM-GOA,Mumbai,Goa,India,India,2024-08-01,75,ATR72,72,46,1325122,959037
F1097,DEL-BLR,Delhi,Bangalore,India,India,2023-07-08,145,B737,160,120,2104320,2008526
F1098,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-02-28,280,A320,180,142,3958960,3385114
F1099,BOM-DXB,Mumbai,Dubai,India,UAE,2023-06-05,190,A321,200,199,4042884,2981101
F1100,BOM-GOA,Mumbai,Goa,India,India,2023-01-27,75,ATR72,72,53,2527464,2270838
F1101,DEL-HYD,Delhi,Hyderabad,India,India,2023-08-26,115,A320,180,119,1155371,954037
F1102,BOM-JFK,Mumbai,New York,India,USA,2023-05-18,910,B777,300,278,13241140,11441235
F1103,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-07-08,280,A320,180,139,5588773,4839019
F1104,BOM-GOA,Mumbai,Goa,India,India,2023-07-17,75,ATR72,72,50,505600,426223
F1105,BOM-DEL,Mumbai,Delhi,India,India,2023-10-04,120,A320,180,142,3207070,3078236
F1106,DEL-HYD,Delhi,Hyderabad,India,India,2023-07-29,115,A320,180,98,1921192,1968234
F1107,BOM-JFK,Mumbai,New York,India,USA,2024-05-16,910,B777,300,233,8850505,8944810
F1108,DEL-LHR,Delhi,London,India,UK,2024-02-19,520,B787,250,224,2405984,2196123
F1109,DEL-LHR,Delhi,London,India,UK,2023-11-17,520,B787,250,175,8413125,8654570
F1110,BOM-DEL,Mumbai,Delhi,India,India,2024-06-17,120,A320,180,103,3872388,3329925
F1111,BOM-DEL,Mumbai,Delhi,India,India,2023-09-09,120,A320,180,156,6746844,5656985
F1112,BOM-DEL,Mumbai,Delhi,India,India,2024-07-25,120,A320,180,139,5813536,5626374
F1113,BOM-DEL,Mumbai,Delhi,India,India,2023-07-14,120,A320,180,127,4674362,3923257
F1114,BOM-DXB,Mumbai,Dubai,India,UAE,2023-10-20,190,A321,200,159,3006690,2549257
F1115,BOM-DEL,Mumbai,Delhi,India,India,2024-06-13,120,A320,180,108,4145148,4105614
F1116,BOM-JFK,Mumbai,New York,India,USA,2023-04-03,910,B777,300,278,4285648,3269606
F1117,BOM-GOA,Mumbai,Goa,India,India,2024-02-07,75,ATR72,72,62,1810276,1552872
F1118,BOM-GOA,Mumbai,Goa,India,India,2024-04-09,75,ATR72,72,48,1814304,1327277
F1119,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-06-17,280,A320,180,105,1467480,1085873
F1120,BOM-JFK,Mumbai,New York,India,USA,2024-01-07,910,B777,300,171,7238088,6858433
F1121,BOM-GOA,Mumbai,Goa,India,India,2024-01-23,75,ATR72,72,71,2338953,1673210
F1122,BOM-GOA,Mumbai,Goa,India,India,2023-12-10,75,ATR72,72,72,1284192,971803
F1123,BOM-GOA,Mumbai,Goa,India,India,2023-07-03,75,ATR72,72,39,1384383,1118334
F1124,BOM-JFK,Mumbai,New York,India,USA,2023-10-23,910,B777,300,196,3077984,3122582
F1125,DEL-HYD,Delhi,Hyderabad,India,India,2023-01-04,115,A320,180,169,4155203,2926396
F1126,BOM-JFK,Mumbai,New York,India,USA,2024-05-25,910,B777,300,289,2420664,2209568
F1127,BOM-JFK,Mumbai,New York,India,USA,2023-09-01,910,B777,300,205,9551155,8890355
F1128,BOM-JFK,Mumbai,New York,India,USA,2024-02-24,910,B777,300,263,3472389,3161352
F1129,BOM-DEL,Mumbai,Delhi,India,India,2023-09-08,120,A320,180,160,4196160,3847535
F1130,DEL-HYD,Delhi,Hyderabad,India,India,2023-02-20,115,A320,180,113,2001908,1439917
F1131,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-02-07,280,A320,180,108,1093500,1020726
F1132,BOM-DXB,Mumbai,Dubai,India,UAE,2023-12-06,190,A321,200,111,1244643,918684
F1133,BOM-GOA,Mumbai,Goa,India,India,2023-06-15,75,ATR72,72,54,2594592,2416404
F1134,BOM-GOA,Mumbai,Goa,India,India,2024-04-11,75,ATR72,72,59,610532,447272
F1135,BOM-DXB,Mumbai,Dubai,India,UAE,2023-11-27,190,A321,200,147,4826598,4764299
F1136,DEL-LHR,Delhi,London,India,UK,2024-07-17,520,B787,250,133,3616403,3127414
F1137,DEL-BLR,Delhi,Bangalore,India,India,2023-10-09,145,B737,160,122,5189880,4384489
F1138,DEL-HYD,Delhi,Hyderabad,India,India,2023-08-03,115,A320,180,168,1984584,1465130
F1139,DEL-BLR,Delhi,Bangalore,India,India,2024-05-10,145,B737,160,157,4210897,3577025
F1140,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-09-23,280,A320,180,157,7173644,7519833
F1141,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-05-13,280,A320,180,168,7538496,6586677
F1142,BOM-JFK,Mumbai,New York,India,USA,2024-05-19,910,B777,300,196,9395848,7342409
F1143,BOM-DXB,Mumbai,Dubai,India,UAE,2023-07-18,190,A321,200,100,1574600,1115439
F1144,DEL-BLR,Delhi,Bangalore,India,India,2023-08-01,145,B737,160,158,5557334,4695471
F1145,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-12-25,280,A320,180,161,8014419,6205711
F1146,DEL-HYD,Delhi,Hyderabad,India,India,2023-10-16,115,A320,180,122,1518290,1226353
F1147,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-01-07,280,A320,180,104,3103568,2543301
F1148,BOM-DEL,Mumbai,Delhi,India,India,2023-06-29,120,A320,180,114,3381240,3353645
F1149,BOM-JFK,Mumbai,New York,India,USA,2024-04-30,910,B777,300,159,2686464,2333256
F1150,BOM-JFK,Mumbai,New York,India,USA,2024-07-03,910,B777,300,235,9002380,8771884
F1151,DEL-LHR,Delhi,London,India,UK,2023-02-27,520,B787,250,231,9736419,7835580
F1152,BLR-SIN,Bangalore,Singapore,India,Singapore,2024-07-22,280,A320,180,158,1457708,1126650
F1153,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-12-29,280,A320,180,98,1742832,1391060
F1154,BOM-DEL,Mumbai,Delhi,India,India,2023-12-14,120,A320,180,138,6770142,6005086
F1155,BOM-GOA,Mumbai,Goa,India,India,2024-08-07,75,ATR72,72,60,1216800,1105240
F1156,BOM-DXB,Mumbai,Dubai,India,UAE,2023-11-19,190,A321,200,190,1913680,1521421
F1157,DEL-BLR,Delhi,Bangalore,India,India,2024-05-23,145,B737,160,110,3558720,3053976
F1158,BOM-DXB,Mumbai,Dubai,India,UAE,2023-08-10,190,A321,200,167,4644604,3535725
F1159,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-02-08,280,A320,180,115,1617820,1383755
F1160,BOM-DEL,Mumbai,Delhi,India,India,2024-05-09,120,A320,180,154,2786938,2136394
F1161,BOM-JFK,Mumbai,New York,India,USA,2024-06-20,910,B777,300,229,6744508,5059414
F1162,DEL-BLR,Delhi,Bangalore,India,India,2024-06-12,145,B737,160,96,2058912,1963377
F1163,BOM-JFK,Mumbai,New York,India,USA,2024-02-01,910,B777,300,283,4412253,3094923
F1164,BOM-DEL,Mumbai,Delhi,India,India,2023-03-31,120,A320,180,132,5094804,5151942
F1165,DEL-BLR,Delhi,Bangalore,India,India,2024-06-17,145,B737,160,119,1127287,1016977
F1166,BOM-DXB,Mumbai,Dubai,India,UAE,2023-08-03,190,A321,200,141,2981163,2287717
F1167,BOM-DXB,Mumbai,Dubai,India,UAE,2024-06-29,190,A321,200,140,5167120,4830706
F1168,BOM-DXB,Mumbai,Dubai,India,UAE,2023-06-02,190,A321,200,120,3111960,2303040
F1169,DEL-BLR,Delhi,Bangalore,India,India,2023-07-31,145,B737,160,149,4612742,4115848
F1170,BOM-DXB,Mumbai,Dubai,India,UAE,2023-05-25,190,A321,200,190,5047160,4547132
F1171,BOM-GOA,Mumbai,Goa,India,India,2023-03-14,75,ATR72,72,55,2650450,2683011
F1172,BOM-JFK,Mumbai,New York,India,USA,2023-02-21,910,B777,300,183,1811700,1566681
F1173,BOM-DEL,Mumbai,Delhi,India,India,2023-04-19,120,A320,180,139,1601975,1169668
F1174,DEL-LHR,Delhi,London,India,UK,2023-07-03,520,B787,250,215,10119405,10240297
F1175,BOM-JFK,Mumbai,New York,India,USA,2023-12-31,910,B777,300,229,6819391,6724633
F1176,DEL-BLR,Delhi,Bangalore,India,India,2024-04-21,145,B737,160,152,2528824,1852415
F1177,BOM-JFK,Mumbai,New York,India,USA,2023-04-10,910,B777,300,266,7538706,7083121
F1178,BOM-JFK,Mumbai,New York,India,USA,2024-04-26,910,B777,300,209,4737194,3554328
F1179,BOM-DXB,Mumbai,Dubai,India,UAE,2024-01-08,190,A321,200,150,3002400,2836863
F1180,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-11-29,280,A320,180,148,5912452,4201343
F1181,BOM-JFK,Mumbai,New York,India,USA,2023-04-26,910,B777,300,239,9408952,8105196
F1182,BOM-GOA,Mumbai,Goa,India,India,2023-10-17,75,ATR72,72,58,2761496,2488487
F1183,DEL-BLR,Delhi,Bangalore,India,India,2024-02-20,145,B737,160,93,2730108,2442497
F1184,DEL-BLR,Delhi,Bangalore,India,India,2023-11-06,145,B737,160,148,5655080,4751883
F1185,DEL-LHR,Delhi,London,India,UK,2023-09-02,520,B787,250,204,4889880,4360707
F1186,BOM-JFK,Mumbai,New York,India,USA,2024-01-29,910,B777,300,166,5034614,3891169
F1187,DEL-LHR,Delhi,London,India,UK,2024-03-21,520,B787,250,197,5993922,5338093
F1188,DEL-HYD,Delhi,Hyderabad,India,India,2023-06-27,115,A320,180,174,2280096,2186106
F1189,BOM-JFK,Mumbai,New York,India,USA,2023-04-28,910,B777,300,268,7858564,7027762
F1190,BOM-JFK,Mumbai,New York,India,USA,2023-06-30,910,B777,300,228,7887432,5713361
F1191,DEL-BLR,Delhi,Bangalore,India,India,2024-01-24,145,B737,160,121,4887674,4524745
F1192,BOM-DEL,Mumbai,Delhi,India,India,2023-04-03,120,A320,180,117,2001168,2022263
F1193,BOM-DEL,Mumbai,Delhi,India,India,2023-05-31,120,A320,180,174,3093546,2655936
F1194,BOM-DXB,Mumbai,Dubai,India,UAE,2024-02-04,190,A321,200,178,8165750,6994013
F1195,DEL-HYD,Delhi,Hyderabad,India,India,2023-11-21,115,A320,180,128,5807744,5680097
F1196,BOM-DXB,Mumbai,Dubai,India,UAE,2024-03-21,190,A321,200,191,5837151,6109169
F1197,BOM-DEL,Mumbai,Delhi,India,India,2024-06-06,120,A320,180,141,2306619,2302874
F1198,BOM-DEL,Mumbai,Delhi,India,India,2024-01-14,120,A320,180,160,1836960,1286414
F1199,BLR-SIN,Bangalore,Singapore,India,Singapore,2023-04-23,280,A320,180,126,1265418,989980
F1200,DEL-LHR,Delhi,London,India,UK,2023-11-22,520,B787,250,216,7146576,6018213
